CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
CUST02348,Female,1,Yes,No,27,Yes,DSL,Month-to-month,44.66,1205.82,Yes
CUST02349,Female,0,Yes,Yes,65,Yes,No,Two year,41.09,2670.85,Yes
CUST02350,Male,1,No,Yes,44,Yes,No,Month-to-month,77.92,3428.48,Yes
CUST02351,Female,0,No,No,32,Yes,DSL,One year,89.52,2864.64,No
CUST02352,Female,0,No,Yes,59,Yes,Fiber optic,Month-to-month,43.85,2587.15,Yes
CUST02353,Female,0,No,No,49,Yes,DSL,Month-to-month,87.7,4297.3,No
CUST02354,Female,0,Yes,No,45,Yes,DSL,Month-to-month,82.81,3726.45,No
CUST02355,Male,0,No,No,34,Yes,Fiber optic,Month-to-month,52.11,1771.74,Yes
CUST02356,Male,0,Yes,No,40,Yes,DSL,Month-to-month,42.98,1719.2,No
CUST02357,Male,0,No,Yes,57,Yes,DSL,Month-to-month,108.18,6166.26,Yes
CUST02358,Male,1,Yes,Yes,54,Yes,Fiber optic,Month-to-month,76.97,4156.38,No
CUST02359,Female,1,Yes,No,4,Yes,DSL,One year,90.39,361.56,Yes
CUST02360,Female,1,No,No,4,No,Fiber optic,Month-to-month,112.53,450.12,No
CUST02361,Male,0,No,No,21,Yes,DSL,Month-to-month,40.54,851.34,No
CUST02362,Male,0,No,Yes,33,Yes,No,Month-to-month,55.06,1816.98,No
CUST02363,Female,0,No,No,64,Yes,Fiber optic,Month-to-month,63.45,4060.8,No
CUST02364,Female,1,No,Yes,58,Yes,Fiber optic,Two year,43.29,2510.82,No
CUST02365,Male,0,No,Yes,16,Yes,DSL,Month-to-month,104.04,1664.64,No
CUST02366,Male,0,No,No,50,Yes,DSL,Month-to-month,28.34,1417.0,No
CUST02367,Male,1,Yes,No,48,Yes,No,Month-to-month,43.92,2108.16,Yes
CUST02368,Male,0,No,No,8,Yes,Fiber optic,One year,39.1,312.8,No
CUST02369,Female,0,Yes,Yes,14,Yes,DSL,Month-to-month,115.34,1614.76,No
CUST02370,Female,0,Yes,No,28,Yes,No,One year,82.74,2316.72,No
CUST02371,Female,0,No,No,52,No,DSL,Two year,91.62,4764.24,Yes
CUST02372,Male,0,Yes,No,24,Yes,Fiber optic,One year,30.84,740.16,Yes
CUST02373,Female,0,No,No,27,Yes,DSL,One year,39.4,1063.8,No
CUST02374,Female,0,Yes,No,22,Yes,DSL,One year,100.99,2221.78,No
CUST02375,Male,0,No,Yes,2,Yes,DSL,Month-to-month,76.77,153.54,Yes
CUST02376,Male,0,No,Yes,32,Yes,DSL,Month-to-month,24.51,784.32,Yes
CUST02377,Male,0,No,No,70,Yes,Fiber optic,One year,76.57,5359.9,No
CUST02378,Male,0,No,No,68,Yes,Fiber optic,Month-to-month,67.54,4592.72,Yes
CUST02379,Male,0,No,No,16,Yes,No,One year,35.37,565.92,No
CUST02380,Male,0,Yes,No,66,Yes,Fiber optic,Month-to-month,79.29,5233.14,No
CUST02381,Female,0,No,Yes,66,Yes,DSL,Month-to-month,37.38,2467.08,Yes
CUST02382,Female,0,No,No,33,Yes,Fiber optic,Two year,101.15,3337.95,No
CUST02383,Female,0,Yes,Yes,7,Yes,Fiber optic,Month-to-month,81.85,572.95,No
CUST02384,Female,0,No,Yes,44,Yes,DSL,Two year,107.13,4713.72,No
CUST02385,Female,0,Yes,No,59,Yes,DSL,Two year,62.47,3685.73,No
CUST02386,Female,0,No,Yes,55,Yes,Fiber optic,Two year,71.19,3915.45,No
CUST02387,Male,0,Yes,No,69,Yes,Fiber optic,Month-to-month,96.06,6628.14,No
CUST02388,Male,1,No,No,21,Yes,No,Two year,74.63,1567.23,No
CUST02389,Male,0,No,Yes,32,No,No,Month-to-month,77.2,2470.4,No
CUST02390,Female,0,Yes,Yes,49,Yes,Fiber optic,Month-to-month,75.33,3691.17,No
CUST02391,Female,0,Yes,No,70,Yes,Fiber optic,Month-to-month,69.13,4839.1,No
CUST02392,Male,1,Yes,No,45,Yes,Fiber optic,Month-to-month,100.57,4525.65,Yes
CUST02393,Male,0,Yes,No,51,Yes,DSL,Month-to-month,68.52,3494.52,Yes
CUST02394,Male,0,Yes,No,65,Yes,Fiber optic,Month-to-month,110.08,7155.2,No
CUST02395,Male,0,No,Yes,20,Yes,No,Two year,100.86,2017.2,No
CUST02396,Male,0,No,No,23,No,No,Two year,89.24,2052.52,No
CUST02397,Female,1,Yes,No,47,No,Fiber optic,One year,109.87,5163.89,No
CUST02398,Female,0,Yes,No,12,Yes,DSL,Month-to-month,73.71,884.52,No
CUST02399,Female,0,Yes,No,63,Yes,DSL,Month-to-month,102.18,6437.34,No
CUST02400,Male,1,No,Yes,4,Yes,DSL,Month-to-month,44.18,176.72,Yes
CUST02401,Female,0,No,Yes,17,No,No,One year,27.3,464.1,Yes
CUST02402,Male,0,Yes,No,36,Yes,Fiber optic,Two year,88.5,3186.0,No
CUST02403,Female,0,No,No,53,Yes,Fiber optic,Two year,50.16,2658.48,No
CUST02404,Male,0,Yes,Yes,31,Yes,Fiber optic,Two year,83.46,2587.26,No
CUST02405,Male,0,No,No,27,Yes,Fiber optic,Month-to-month,27.74,748.98,No
CUST02406,Female,1,Yes,No,44,Yes,Fiber optic,Month-to-month,115.56,5084.64,No
CUST02407,Female,0,Yes,No,27,Yes,Fiber optic,Month-to-month,71.51,1930.77,No
CUST02408,Female,0,No,No,64,Yes,Fiber optic,Month-to-month,20.95,1340.8,No
CUST02409,Female,0,No,Yes,69,Yes,No,One year,67.61,4665.09,Yes
CUST02410,Female,0,Yes,Yes,41,Yes,DSL,Two year,98.97,4057.77,No
CUST02411,Male,0,Yes,No,32,Yes,No,Month-to-month,106.52,3408.64,No
CUST02412,Female,0,No,Yes,15,Yes,No,Two year,66.13,991.95,No
CUST02413,Female,0,Yes,No,12,Yes,Fiber optic,Month-to-month,32.59,391.08,No
CUST02414,Male,1,Yes,Yes,20,Yes,DSL,One year,110.62,2212.4,Yes
CUST02415,Female,0,Yes,Yes,58,Yes,DSL,Month-to-month,118.12,6850.96,No
CUST02416,Male,0,Yes,Yes,46,Yes,DSL,Month-to-month,26.32,1210.72,Yes
CUST02417,Female,0,Yes,No,38,Yes,No,One year,27.81,1056.78,No
CUST02418,Female,0,Yes,No,42,Yes,No,Month-to-month,76.56,3215.52,No
CUST02419,Male,0,No,No,26,Yes,DSL,Month-to-month,73.39,1908.14,No
CUST02420,Female,0,No,No,36,Yes,DSL,One year,78.87,2839.32,No
CUST02421,Female,0,Yes,No,2,Yes,No,Month-to-month,51.71,103.42,No
CUST02422,Female,0,Yes,Yes,6,Yes,DSL,Two year,25.03,150.18,No
CUST02423,Female,0,No,No,57,No,No,Two year,78.04,4448.28,Yes
CUST02424,Male,1,Yes,No,19,Yes,Fiber optic,Month-to-month,35.14,667.66,Yes
CUST02425,Male,0,No,Yes,64,Yes,No,Month-to-month,54.13,3464.32,No
CUST02426,Female,0,No,Yes,13,Yes,Fiber optic,Month-to-month,78.24,1017.12,No
CUST02427,Female,0,Yes,No,48,Yes,DSL,Month-to-month,40.85,1960.8,No
CUST02428,Male,0,Yes,No,36,Yes,DSL,Month-to-month,74.25,2673.0,No
CUST02429,Male,0,Yes,No,5,Yes,No,Month-to-month,91.47,457.35,No
CUST02430,Female,1,No,No,5,Yes,DSL,Two year,26.58,132.9,Yes
CUST02431,Male,0,No,Yes,27,Yes,Fiber optic,Month-to-month,81.95,2212.65,No
CUST02432,Male,0,Yes,No,12,Yes,Fiber optic,Month-to-month,70.94,851.28,No
CUST02433,Male,0,Yes,Yes,12,Yes,No,One year,29.74,356.88,No
CUST02434,Male,0,Yes,Yes,9,Yes,DSL,One year,90.63,815.67,No
CUST02435,Female,0,No,No,38,Yes,Fiber optic,Two year,51.09,1941.42,No
CUST02436,Male,0,Yes,Yes,22,Yes,DSL,One year,38.23,841.06,No
CUST02437,Female,0,No,No,36,Yes,Fiber optic,Month-to-month,48.25,1737.0,No
CUST02438,Female,0,Yes,Yes,7,Yes,Fiber optic,Two year,74.62,522.34,Yes
CUST02439,Male,1,Yes,Yes,59,Yes,DSL,Month-to-month,78.01,4602.59,No
CUST02440,Female,0,No,Yes,4,Yes,No,Two year,36.97,147.88,Yes
CUST02441,Female,0,No,No,26,Yes,DSL,Month-to-month,113.66,2955.16,Yes
CUST02442,Male,0,No,No,18,Yes,Fiber optic,Month-to-month,52.89,952.02,No
CUST02443,Male,1,No,No,42,Yes,Fiber optic,One year,46.83,1966.86,No
CUST02444,Male,0,No,No,42,Yes,Fiber optic,Month-to-month,38.67,1624.14,No
CUST02445,Female,0,No,No,34,Yes,DSL,Month-to-month,32.05,1089.7,No
CUST02446,Female,0,Yes,Yes,54,Yes,No,One year,118.21,6383.34,No
CUST02447,Female,1,No,No,60,Yes,DSL,Month-to-month,87.47,5248.2,No
CUST02448,Female,0,Yes,No,46,Yes,Fiber optic,Month-to-month,98.7,4540.2,No
CUST02449,Male,0,Yes,No,55,Yes,DSL,Month-to-month,60.15,3308.25,Yes
CUST02450,Female,0,Yes,No,17,Yes,Fiber optic,Two year,61.46,1044.82,No
CUST02451,Male,0,No,No,64,Yes,No,Month-to-month,118.69,7596.16,Yes
CUST02452,Male,1,No,No,52,No,DSL,Month-to-month,40.07,2083.64,No
CUST02453,Male,0,Yes,No,10,Yes,DSL,Month-to-month,52.69,526.9,No
CUST02454,Male,0,Yes,Yes,0,Yes,DSL,Month-to-month,39.52,0.0,Yes
CUST02455,Female,0,Yes,No,7,Yes,No,Month-to-month,48.26,337.82,No
CUST02456,Male,1,No,No,18,Yes,DSL,One year,86.36,1554.48,Yes
CUST02457,Female,0,Yes,Yes,54,Yes,No,Month-to-month,50.89,2748.06,No
CUST02458,Male,0,No,Yes,15,Yes,DSL,Month-to-month,107.55,1613.25,No
CUST02459,Male,0,Yes,No,65,Yes,Fiber optic,Month-to-month,24.87,1616.55,No
CUST02460,Male,0,No,No,11,Yes,Fiber optic,Two year,55.47,610.17,Yes
CUST02461,Female,0,No,Yes,61,No,DSL,Two year,106.07,6470.27,Yes
CUST02462,Male,0,Yes,No,57,Yes,Fiber optic,Month-to-month,82.14,4681.98,No
CUST02463,Male,0,No,No,20,Yes,Fiber optic,Month-to-month,97.1,1942.0,No
CUST02464,Male,1,Yes,No,36,Yes,Fiber optic,One year,52.36,1884.96,No
CUST02465,Male,0,Yes,No,4,Yes,Fiber optic,Two year,56.93,227.72,No
CUST02466,Female,0,Yes,No,69,Yes,No,Month-to-month,108.82,7508.58,Yes
CUST02467,Female,0,Yes,No,31,Yes,Fiber optic,One year,94.96,2943.76,Yes
CUST02468,Male,0,Yes,Yes,66,Yes,DSL,Two year,58.43,3856.38,No
CUST02469,Male,0,No,No,9,Yes,Fiber optic,Month-to-month,41.54,373.86,No
CUST02470,Female,0,Yes,Yes,68,Yes,DSL,Month-to-month,30.63,2082.84,No
CUST02471,Female,0,No,Yes,61,Yes,DSL,Month-to-month,106.18,6476.98,No
CUST02472,Female,1,Yes,No,36,Yes,Fiber optic,Two year,89.76,3231.36,Yes
CUST02473,Male,0,Yes,Yes,46,No,Fiber optic,One year,80.73,3713.58,Yes
CUST02474,Female,0,No,No,48,Yes,Fiber optic,Month-to-month,97.66,4687.68,No
CUST02475,Male,1,Yes,No,23,Yes,Fiber optic,Month-to-month,111.5,2564.5,No
CUST02476,Female,0,Yes,Yes,25,Yes,DSL,Month-to-month,96.16,2404.0,No
CUST02477,Female,0,No,Yes,54,Yes,Fiber optic,Month-to-month,62.07,3351.78,Yes
CUST02478,Male,0,No,No,6,Yes,Fiber optic,Month-to-month,37.65,225.9,No
CUST02479,Female,0,Yes,No,40,Yes,DSL,Month-to-month,91.38,3655.2,Yes
CUST02480,Male,0,Yes,No,1,Yes,No,Month-to-month,44.67,44.67,No
CUST02481,Female,0,Yes,Yes,29,Yes,DSL,Month-to-month,98.26,2849.54,No
CUST02482,Male,0,Yes,No,19,No,Fiber optic,One year,53.87,1023.53,Yes
CUST02483,Female,0,Yes,Yes,55,Yes,No,One year,35.68,1962.4,Yes
CUST02484,Female,1,Yes,No,23,Yes,Fiber optic,One year,45.46,1045.58,No
CUST02485,Male,0,Yes,Yes,11,Yes,DSL,Two year,46.66,513.26,Yes
CUST02486,Male,1,Yes,No,14,Yes,DSL,Month-to-month,57.88,810.32,No
CUST02487,Male,0,Yes,No,47,Yes,DSL,Month-to-month,45.73,2149.31,No
CUST02488,Male,0,No,No,60,No,Fiber optic,Month-to-month,42.56,2553.6,No
CUST02489,Female,0,No,No,70,Yes,DSL,Month-to-month,59.17,4141.9,No
CUST02490,Female,0,Yes,No,27,No,DSL,Two year,106.81,2883.87,No
CUST02491,Female,0,No,Yes,2,Yes,Fiber optic,Month-to-month,27.05,54.1,No
CUST02492,Female,1,No,No,15,Yes,DSL,Month-to-month,49.62,744.3,Yes
CUST02493,Female,0,Yes,Yes,35,Yes,Fiber optic,Month-to-month,76.23,2668.05,No
CUST02494,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,107.45,322.35,Yes
CUST02495,Male,0,No,No,8,Yes,DSL,Month-to-month,48.41,387.28,Yes
CUST02496,Female,0,No,Yes,11,Yes,Fiber optic,Month-to-month,54.87,603.57,No
CUST02497,Female,1,No,No,43,Yes,DSL,Month-to-month,99.8,4291.4,No
CUST02498,Male,0,No,No,65,Yes,No,Month-to-month,57.25,3721.25,Yes
CUST02499,Female,0,Yes,No,18,Yes,DSL,Month-to-month,105.16,1892.88,No
CUST02500,Female,0,Yes,No,12,Yes,DSL,One year,65.53,786.36,Yes
CUST02501,Female,0,No,No,54,No,Fiber optic,Month-to-month,76.91,4153.14,No
CUST02502,Male,0,No,No,64,Yes,DSL,Two year,76.09,4869.76,Yes
CUST02503,Male,0,No,No,69,No,Fiber optic,Month-to-month,31.93,2203.17,Yes
CUST02504,Female,0,Yes,No,2,Yes,DSL,Month-to-month,55.49,110.98,Yes
CUST02505,Male,0,No,No,24,Yes,DSL,Month-to-month,44.16,1059.84,No
CUST02506,Female,0,Yes,Yes,51,No,DSL,Two year,88.3,4503.3,No
CUST02507,Female,0,No,No,15,Yes,DSL,Month-to-month,113.36,1700.4,No
CUST02508,Female,0,No,No,42,Yes,DSL,One year,41.24,1732.08,No
CUST02509,Male,0,Yes,No,55,Yes,Fiber optic,One year,29.13,1602.15,Yes
CUST02510,Female,0,Yes,Yes,67,Yes,No,Month-to-month,70.66,4734.22,Yes
CUST02511,Female,0,Yes,No,7,Yes,DSL,Month-to-month,59.08,413.56,Yes
CUST02512,Female,0,No,Yes,43,Yes,DSL,One year,23.57,1013.51,No
CUST02513,Female,0,No,Yes,37,Yes,Fiber optic,Month-to-month,112.16,4149.92,Yes
CUST02514,Female,0,Yes,No,22,Yes,DSL,Month-to-month,114.02,2508.44,Yes
CUST02515,Male,1,No,No,5,No,DSL,One year,105.04,525.2,No
CUST02516,Female,0,Yes,No,42,Yes,Fiber optic,One year,48.05,2018.1,Yes
CUST02517,Male,1,Yes,No,43,No,Fiber optic,Two year,32.24,1386.32,Yes
CUST02518,Female,0,No,No,22,Yes,DSL,Month-to-month,79.25,1743.5,Yes
CUST02519,Male,0,No,No,15,Yes,Fiber optic,Month-to-month,48.15,722.25,No
CUST02520,Female,0,No,No,8,Yes,Fiber optic,Month-to-month,40.17,321.36,Yes
CUST02521,Female,0,No,No,8,Yes,Fiber optic,Month-to-month,84.13,673.04,No
CUST02522,Male,0,No,No,57,No,Fiber optic,Month-to-month,95.04,5417.28,No
CUST02523,Male,0,No,No,64,Yes,Fiber optic,Month-to-month,72.73,4654.72,No
CUST02524,Female,1,No,No,58,Yes,DSL,Month-to-month,52.0,3016.0,No
CUST02525,Male,0,Yes,No,22,Yes,DSL,One year,71.25,1567.5,No
CUST02526,Male,0,Yes,No,68,Yes,DSL,Month-to-month,79.97,5437.96,No
CUST02527,Female,0,No,No,18,Yes,No,Month-to-month,25.19,453.42,No
CUST02528,Female,0,Yes,No,34,Yes,Fiber optic,Two year,64.38,2188.92,No
CUST02529,Female,0,Yes,Yes,54,No,Fiber optic,Month-to-month,79.83,4310.82,No
CUST02530,Female,0,Yes,No,39,Yes,No,Month-to-month,32.95,1285.05,No
CUST02531,Female,0,Yes,No,13,Yes,Fiber optic,Month-to-month,64.88,843.44,No
CUST02532,Male,0,No,No,12,Yes,Fiber optic,One year,54.67,656.04,No
CUST02533,Female,0,Yes,No,52,No,Fiber optic,Month-to-month,106.79,5553.08,No
CUST02534,Male,0,Yes,No,38,Yes,DSL,Month-to-month,68.94,2619.72,Yes
CUST02535,Female,0,No,Yes,64,Yes,No,Two year,62.63,4008.32,No
CUST02536,Female,1,Yes,No,55,Yes,Fiber optic,One year,44.39,2441.45,No
CUST02537,Male,0,Yes,No,39,Yes,DSL,One year,115.75,4514.25,No
CUST02538,Female,0,No,No,45,Yes,DSL,Month-to-month,116.12,5225.4,No
CUST02539,Male,0,Yes,Yes,6,Yes,No,Month-to-month,56.68,340.08,No
CUST02540,Male,1,No,Yes,44,Yes,DSL,Two year,112.9,4967.6,No
CUST02541,Male,0,No,Yes,21,Yes,DSL,Month-to-month,81.86,1719.06,No
CUST02542,Female,0,No,No,6,Yes,Fiber optic,Month-to-month,98.1,588.6,No
CUST02543,Female,0,Yes,No,51,Yes,No,Two year,28.98,1477.98,No
CUST02544,Female,1,Yes,No,67,Yes,Fiber optic,Month-to-month,22.13,1482.71,No
CUST02545,Female,0,No,Yes,69,Yes,No,Month-to-month,71.41,4927.29,No
CUST02546,Female,0,No,Yes,66,Yes,No,Month-to-month,27.59,1820.94,Yes
CUST02547,Female,0,No,Yes,2,No,No,Month-to-month,109.17,218.34,No
CUST02548,Male,0,Yes,No,57,Yes,Fiber optic,Month-to-month,102.02,5815.14,No
CUST02549,Female,0,Yes,Yes,66,Yes,Fiber optic,Two year,91.48,6037.68,No
CUST02550,Female,0,No,No,53,Yes,DSL,Month-to-month,23.14,1226.42,No
CUST02551,Female,0,Yes,No,8,Yes,DSL,Month-to-month,65.83,526.64,No
CUST02552,Female,0,Yes,No,53,Yes,Fiber optic,Two year,27.81,1473.93,No
CUST02553,Male,0,No,No,50,Yes,DSL,Two year,112.86,5643.0,No
CUST02554,Male,0,Yes,No,15,Yes,Fiber optic,Month-to-month,81.26,1218.9,No
CUST02555,Male,1,Yes,No,11,Yes,DSL,Month-to-month,35.65,392.15,No
CUST02556,Male,0,No,No,19,Yes,DSL,Two year,76.06,1445.14,Yes
CUST02557,Male,1,Yes,Yes,52,Yes,No,Month-to-month,31.85,1656.2,No
CUST02558,Female,0,Yes,No,30,Yes,Fiber optic,Month-to-month,34.57,1037.1,No
CUST02559,Male,0,Yes,No,20,Yes,Fiber optic,Month-to-month,28.1,562.0,No
CUST02560,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,107.17,214.34,Yes
CUST02561,Female,0,Yes,No,20,Yes,Fiber optic,Month-to-month,74.57,1491.4,No
CUST02562,Female,1,Yes,Yes,27,Yes,DSL,Month-to-month,52.79,1425.33,No
CUST02563,Male,0,Yes,No,4,No,Fiber optic,Month-to-month,20.07,80.28,No
CUST02564,Female,0,Yes,No,70,Yes,Fiber optic,One year,67.2,4704.0,Yes
CUST02565,Female,0,Yes,No,68,Yes,DSL,Month-to-month,71.28,4847.04,No
CUST02566,Male,0,No,No,46,Yes,DSL,Month-to-month,53.66,2468.36,No
CUST02567,Female,0,Yes,Yes,19,Yes,Fiber optic,One year,68.43,1300.17,Yes
CUST02568,Male,0,No,No,37,Yes,DSL,Month-to-month,30.07,1112.59,Yes
CUST02569,Male,0,Yes,No,36,Yes,No,Two year,112.21,4039.56,No
CUST02570,Female,0,No,No,57,Yes,No,Month-to-month,45.83,2612.31,No
CUST02571,Male,0,No,No,16,No,DSL,Month-to-month,114.85,1837.6,No
CUST02572,Male,0,Yes,No,41,No,Fiber optic,Month-to-month,69.29,2840.89,No
CUST02573,Female,0,No,Yes,31,Yes,No,One year,105.67,3275.77,No
CUST02574,Female,0,Yes,No,61,Yes,No,Month-to-month,77.72,4740.92,No
CUST02575,Female,1,No,No,20,Yes,DSL,Two year,104.44,2088.8,No
CUST02576,Female,0,Yes,Yes,32,Yes,DSL,Two year,21.01,672.32,Yes
CUST02577,Male,0,Yes,No,66,Yes,DSL,Month-to-month,38.65,2550.9,No
CUST02578,Female,0,Yes,No,5,Yes,Fiber optic,Two year,55.39,276.95,No
CUST02579,Female,0,Yes,No,65,Yes,DSL,Month-to-month,49.61,3224.65,No
CUST02580,Male,0,No,No,31,Yes,Fiber optic,Month-to-month,114.67,3554.77,No
CUST02581,Male,0,Yes,No,63,Yes,Fiber optic,Month-to-month,59.47,3746.61,No
CUST02582,Male,0,Yes,Yes,25,No,No,Month-to-month,117.21,2930.25,No
CUST02583,Male,0,Yes,Yes,61,Yes,DSL,Month-to-month,85.1,5191.1,No
CUST02584,Female,1,No,No,4,Yes,DSL,Month-to-month,103.56,414.24,No
CUST02585,Female,1,Yes,Yes,10,No,No,One year,59.39,593.9,No
CUST02586,Male,0,No,No,48,Yes,DSL,Month-to-month,39.01,1872.48,No
CUST02587,Male,0,No,Yes,61,Yes,No,Month-to-month,25.05,1528.05,No
CUST02588,Male,0,Yes,No,59,Yes,DSL,Month-to-month,85.64,5052.76,No
CUST02589,Male,0,No,No,1,Yes,No,One year,117.18,117.18,No
CUST02590,Female,0,Yes,No,58,Yes,Fiber optic,Month-to-month,31.83,1846.14,Yes
CUST02591,Male,0,No,Yes,24,Yes,DSL,Two year,97.18,2332.32,No
CUST02592,Female,0,Yes,Yes,67,Yes,Fiber optic,Two year,56.46,3782.82,No
CUST02593,Male,0,Yes,No,41,Yes,No,Two year,119.35,4893.35,Yes
CUST02594,Female,0,Yes,No,70,Yes,DSL,Month-to-month,107.0,7490.0,No
CUST02595,Female,0,No,Yes,54,Yes,DSL,Month-to-month,43.08,2326.32,No
CUST02596,Female,0,No,Yes,37,Yes,Fiber optic,Month-to-month,96.58,3573.46,No
CUST02597,Female,1,No,No,42,Yes,No,Two year,93.42,3923.64,No
CUST02598,Male,0,No,No,69,Yes,DSL,Month-to-month,96.34,6647.46,No
CUST02599,Female,1,Yes,Yes,52,Yes,DSL,Month-to-month,28.28,1470.56,No
CUST02600,Male,0,Yes,Yes,20,Yes,DSL,One year,100.94,2018.8,No
CUST02601,Female,0,No,No,19,Yes,DSL,Month-to-month,46.14,876.66,No
CUST02602,Female,0,No,No,18,Yes,DSL,Month-to-month,79.04,1422.72,Yes
CUST02603,Male,0,No,No,32,Yes,Fiber optic,Month-to-month,31.54,1009.28,Yes
CUST02604,Male,0,No,Yes,62,No,Fiber optic,Month-to-month,75.81,4700.22,No
CUST02605,Female,0,Yes,No,67,Yes,Fiber optic,Month-to-month,110.64,7412.88,No
CUST02606,Female,0,Yes,No,59,Yes,Fiber optic,Month-to-month,37.72,2225.48,Yes
CUST02607,Male,0,Yes,No,18,Yes,DSL,Month-to-month,105.5,1899.0,No
CUST02608,Female,0,No,Yes,27,Yes,Fiber optic,One year,63.54,1715.58,No
CUST02609,Male,0,No,Yes,21,Yes,Fiber optic,Two year,52.23,1096.83,No
CUST02610,Male,0,No,No,50,Yes,No,One year,25.71,1285.5,No
CUST02611,Male,1,No,No,62,Yes,Fiber optic,Month-to-month,72.85,4516.7,Yes
CUST02612,Female,0,Yes,No,61,Yes,DSL,Month-to-month,39.99,2439.39,No
CUST02613,Female,0,Yes,No,28,Yes,Fiber optic,Month-to-month,114.01,3192.28,No
CUST02614,Male,1,No,No,31,Yes,DSL,Two year,43.81,1358.11,No
CUST02615,Male,0,Yes,No,24,Yes,No,Month-to-month,78.68,1888.32,No
CUST02616,Male,0,Yes,Yes,15,Yes,Fiber optic,Month-to-month,75.85,1137.75,No
CUST02617,Male,0,Yes,No,14,Yes,Fiber optic,Month-to-month,53.68,751.52,No
CUST02618,Female,0,Yes,No,58,Yes,Fiber optic,Two year,105.21,6102.18,No
CUST02619,Male,0,No,No,47,No,DSL,Month-to-month,38.32,1801.04,Yes
CUST02620,Female,0,Yes,No,17,Yes,Fiber optic,One year,101.71,1729.07,Yes
CUST02621,Male,0,Yes,No,22,Yes,Fiber optic,Month-to-month,40.75,896.5,Yes
CUST02622,Female,0,Yes,No,54,No,DSL,Month-to-month,23.91,1291.14,Yes
CUST02623,Female,0,Yes,No,41,Yes,Fiber optic,One year,114.39,4689.99,No
CUST02624,Female,1,No,No,2,Yes,No,One year,83.73,167.46,No
CUST02625,Female,0,Yes,No,70,Yes,DSL,Two year,83.05,5813.5,No
CUST02626,Female,1,Yes,No,51,No,DSL,Month-to-month,46.5,2371.5,Yes
CUST02627,Male,0,No,Yes,10,Yes,No,Month-to-month,33.92,339.2,No
CUST02628,Male,0,No,No,54,Yes,DSL,Month-to-month,90.61,4892.94,Yes
CUST02629,Female,0,No,No,24,Yes,DSL,One year,71.87,1724.88,No
CUST02630,Male,0,No,No,40,Yes,Fiber optic,One year,51.79,2071.6,Yes
CUST02631,Male,0,No,No,36,Yes,Fiber optic,Two year,51.68,1860.48,No
CUST02632,Male,0,No,No,54,Yes,No,Month-to-month,108.93,5882.22,No
CUST02633,Male,0,Yes,No,8,Yes,DSL,One year,108.97,871.76,No
CUST02634,Male,0,Yes,No,35,Yes,No,Month-to-month,47.46,1661.1,No
CUST02635,Male,0,No,No,56,Yes,DSL,Month-to-month,99.42,5567.52,No
CUST02636,Male,0,Yes,No,62,Yes,Fiber optic,Month-to-month,42.67,2645.54,No
CUST02637,Female,0,Yes,Yes,19,Yes,DSL,One year,100.8,1915.2,No
CUST02638,Male,0,Yes,Yes,46,Yes,Fiber optic,Two year,32.63,1500.98,No
CUST02639,Male,0,Yes,No,19,Yes,No,Month-to-month,95.82,1820.58,No
CUST02640,Male,0,Yes,No,5,Yes,DSL,Two year,75.57,377.85,No
CUST02641,Female,0,No,No,28,Yes,DSL,Month-to-month,31.76,889.28,No
CUST02642,Female,0,Yes,No,48,Yes,Fiber optic,Month-to-month,81.58,3915.84,No
CUST02643,Male,0,Yes,No,5,Yes,Fiber optic,One year,39.24,196.2,No
CUST02644,Female,1,No,No,38,Yes,DSL,Month-to-month,39.41,1497.58,No
CUST02645,Female,0,Yes,No,31,Yes,No,Month-to-month,64.73,2006.63,No
CUST02646,Male,0,Yes,Yes,48,Yes,Fiber optic,Two year,116.43,5588.64,No
CUST02647,Female,1,Yes,No,42,Yes,DSL,Month-to-month,109.22,4587.24,No
CUST02648,Male,1,Yes,No,27,Yes,No,Two year,102.65,2771.55,No
CUST02649,Female,1,Yes,No,44,Yes,DSL,Two year,105.11,4624.84,No
CUST02650,Male,0,Yes,No,64,Yes,No,Two year,69.73,4462.72,No
CUST02651,Female,0,No,No,49,Yes,DSL,Month-to-month,57.47,2816.03,Yes
CUST02652,Male,0,Yes,No,53,Yes,DSL,Two year,108.4,5745.2,No
CUST02653,Male,0,No,No,50,Yes,Fiber optic,Two year,28.09,1404.5,Yes
CUST02654,Female,0,No,No,42,Yes,Fiber optic,Month-to-month,119.61,5023.62,No
CUST02655,Male,0,Yes,No,63,Yes,Fiber optic,Two year,75.3,4743.9,No
CUST02656,Male,1,Yes,No,29,Yes,DSL,One year,74.05,2147.45,Yes
CUST02657,Female,0,Yes,No,41,Yes,DSL,One year,49.19,2016.79,Yes
CUST02658,Male,0,No,No,37,Yes,Fiber optic,Month-to-month,37.04,1370.48,No
CUST02659,Male,0,No,Yes,65,Yes,No,Month-to-month,88.03,5721.95,No
CUST02660,Female,0,No,Yes,68,Yes,Fiber optic,One year,56.17,3819.56,Yes
CUST02661,Male,0,Yes,Yes,14,No,DSL,Month-to-month,50.24,703.36,No
